t,H,S_total,Phi_avg,Gini
157,1827523.20075383,8377.600733753969,0.3331560977152048,-0.9995756124064726
158,1861905.9116198935,8444.572042344556,0.33198773135897014,-0.9995782319819868
159,1898362.3928798737,8522.589856174307,0.33089321060778076,-0.9995809182960987
160,1933809.7355483836,8593.072512897963,0.32999005228076705,-0.9995615371274198
161,1968341.5040945685,8666.321691410829,0.32914292290577535,-0.9995638607019977
162,2002793.4332807718,8733.706432082412,0.3281106858279135,-0.9995665273427637
163,2038954.6479286226,8816.138124221732,0.32716565015477,-0.9995693752821568
164,2076739.2596487568,8885.122070182279,0.32626433090969065,-0.9995722587204313
165,2117665.1004189285,8973.746336046406,0.32529971746066727,-0.9995757064072474
166,2151457.9562485856,9041.023303597636,0.32428223246947324,-0.9995791647654022
167,2188527.5249594944,9117.758795337137,0.3233460271106379,-0.9995822205915724
168,2221462.6998806586,9180.490232486478,0.32234356811563275,-0.9995852228493272
169,2265288.364432185,9263.080871667316,0.32149169127923544,-0.9995662492062133
170,2302722.5777299902,9332.725163330759,0.3205153941152891,-0.9995693395684824
171,2343354.5255817254,9403.109137942904,0.31960204468317954,-0.9995715043696741
172,2382346.8591951304,9470.070238843618,0.31863091883811673,-0.9995734057758244
173,2424389.342205601,9553.213789722264,0.3178663166277013,-0.9995757769538226
174,2467737.1877533994,9632.181599233396,0.3169842921112317,-0.9995775889444156
175,2512531.0215338296,9702.279528482592,0.3160629190233891,-0.9995793955033473
176,2553777.8200904666,9783.251106190264,0.31521286601396736,-0.9995604381970854
177,2599737.7438191804,9850.609040901514,0.3143404485623492,-0.9995630298086732
178,2643487.538853503,9926.57015929529,0.3134154143592711,-0.9995657204681344
179,2681560.4695999655,10002.382297729724,0.31241262903144795,-0.9995687509032902
180,2724872.740899472,10073.07719785685,0.31162136732020806,-0.999571305808749
181,2772663.8782904344,10146.161096597785,0.3109172777983513,-0.999551135559901
182,2818402.899325557,10229.191444201451,0.30990905731350504,-0.9995534408017086
183,2863788.276507057,10301.007516280652,0.3091292617115331,-0.9995561204945825
184,2914208.0172852655,10388.308674947279,0.3081315581956083,-0.9995583969789261
185,2957469.429702569,10465.951983398902,0.30735879563748103,-0.9995605974726166
186,3005975.021594222,10535.824407515729,0.3066195126889975,-0.9995389497133119
187,3056675.5157779693,10616.741126595876,0.3058062928472955,-0.9995412217092334
188,3107923.066788929,10699.356379567234,0.3052894493908977,-0.999543361488745
189,3157790.818965247,10780.881875738978,0.3044681713470918,-0.9995453907033274
190,3208921.8123598346,10855.979602288002,0.3036514174018116,-0.9995223375478676
191,3260007.9250122355,10933.4781325178,0.30292807894074025,-0.99952435997565
192,3312306.0810804986,11010.737600182485,0.30211081916820637,-0.9995260358152132
193,3360361.996558522,11082.15451388438,0.3012121890409596,-0.9995275449150188
194,3413331.8548614504,11160.454183876765,0.30036027648425695,-0.9995295802191929
195,3467366.81274939,11242.25291003101,0.2997650587018745,-0.9995314172877248
196,3520884.9654601943,11325.146642483875,0.29904295630480177,-0.9995572094752291
197,3574915.7636700207,11401.163233117066,0.2982814397575752,-0.9995588319239617
198,3631596.3917321893,11485.186575826045,0.2974858660447655,-0.9995366206076722
199,3687767.3994774763,11570.500389628383,0.29679632770059045,-0.9995379618360961
